idn,Haupttitel,Verlagsname,Erscheinungsort,author.name,author.vorname,sprache.text,sprache.original,lat,long
993413692,Graphology for everyman,Duckworth,London,Singer,Eric,eng,NA,51.5073219,-0.1276474
993413935,Fourier-sorok részletösszegeiről,[s.n.] @,[S.l.] @,Szász,Otto,hun,NA,35.575253849999996,-78.74237343499374
993413986,Carl von Ossietzky,Holmström,[Stockholm],Singer,Kurt,nor,NA,59.3251172,18.0710935
993414257,On strong summability of Fourier series,[American Mathematical Soc.],"New York, NY]",Szász,Otto,eng,NA,25.214103950000002,55.15085102248102
993414273,On the Cesàro and Riesz means of Fourier series,Noordhoff,Groningen,Szász,Otto,eng,NA,53.2190652,6.5680077
993414443,Ein @Beitrag zum Problem der Wandlung der Neurosenform,Internationaler Psychoanalyt. Verl.,Wien,Spitz,René A.,ger,NA,48.2083537,16.3725042
993414516,Spies and traitors of World War II,Prentice-Hall,New York,Singer,Kurt,eng,NA,40.7127281,-74.0060152
993414583,Spies and traitors of World War II,Prentice-Hall,New York,Singer,Kurt,eng,NA,40.7127281,-74.0060152
99341463X,Familienneurose und neurotische Familie,[Internationaler Psychoanalyt. Verl.],[Wien],Spitz,René A.,ger,NA,48.2083537,16.3725042
993414699,"Wiederholung, Rhythmus, Langeweile",[Internationaler Psychoanalyt. Verl.],[Wien],Spitz,René A.,ger,NA,48.2083537,16.3725042
99341513X,On the capacity of a condenser,[s.n.] @,[S.l.] @,Szegö,Gábor,eng,NA,35.575253849999996,-78.74237343499374
993415261,Gioia,Büchergilde Gutenberg,Zürich,Spreng,Orlando,ita,NA,47.3744489,8.5410422
99341530X,The @virtual mass of nearly spherical solids,[s.n.] @,[S.l.] @,Szegö,Gábor,eng,NA,35.575253849999996,-78.74237343499374
993415512,Heaven lies about us,Viking Pr.,New York,Spring,Robert Howard,eng,NA,40.7127281,-74.0060152
993415601,Spionnage en verraad in de tweede wereldoorlog,Amsterdamsche Boek- en Courantmaatschappij,Amsterdam,Singer,Kurt,dut,NA,52.3727598,4.8936041
993415768,Spioner og forraedere i den annen verdenskrig,Gimnes,Oslo,Singer,Kurt,nor,NA,59.9133301,10.7389701
993415784,Stalin-Wells-talk,The @New Statesman and Nation,London,NA,NA,eng,NA,51.5073219,-0.1276474
993415792,Souvenirs d'un monde disparu,Calmann-Lévy,Paris,Zuckerkandl,Bertha,fre,NA,48.8588897,2.3200410217200766
993416829,"Rabbi, Golem und Kaiser",Philo-Verl.,Berlin,Sinsheimer,Hermann,ger,NA,52.5170365,13.3888599
993416845,Mellan Hitler och Mussolini,Bonnier,Stockholm,Starhemberg,Ernst Rüdiger,swe,NA,59.3251172,18.0710935
993416977,America,"Paul, Trench, Trubner & Co.",London,Stark,Werner,eng,NA,51.5073219,-0.1276474
993417027,The @history of economics in its relation to social development,"Paul, Trench, Trubner & Co.",London,Stark,Werner,eng,NA,51.5073219,-0.1276474
99341706X,De @taak der rechtssociologie,Tjeenk Willink,Haarlem,Sinzheimer,Hugo,dut,NA,52.383705750000004,4.643559696559635
993417094,The @ideal foundations of economic thought,"Paul, Trench, Trubner & Co.",London,Stark,Werner,eng,NA,51.5073219,-0.1276474
993417744,The @ideal foundations of economic thought,Routledge & Paul,London,Stark,Werner,eng,NA,51.5073219,-0.1276474
993418848,Theorie der Gesetzgebung,Tjeenk Willink,Haarlem,Sinzheimer,Hugo,ger,NA,52.383705750000004,4.643559696559635
993418872,The @first mention of Israel,American Academy for Jewish Research,New York,Täubler,Eugen,eng,NA,40.7127281,-74.0060152
993418988,Ḥabiru-ʿibhrim,Jewish Theological Seminary of America,New York,Täubler,Eugen,ger,NA,40.7127281,-74.0060152
993418988,Ḥabiru-ʿibhrim,Jewish Theological Seminary of America,New York,Täubler,Eugen,heb,NA,40.7127281,-74.0060152
993419348,When and how the war will end!,Metro Publications,New York,Steel,Johannes,eng,NA,40.7127281,-74.0060152
993419348,When and how the war will end!,Metro Publications,New York,Steel,Johannes,eng,NA,40.7127281,-74.0060152
993419348,When and how the war will end!,Gleason,New York,Steel,Johannes,eng,NA,40.7127281,-74.0060152
993419348,When and how the war will end!,Gleason,New York,Steel,Johannes,eng,NA,40.7127281,-74.0060152
993419372,Umbra vitae,[s.n.] @,[S.l.] @,Täubler,Eugen,ger,NA,35.575253849999996,-78.74237343499374
993419496,Tales from East and West,Alliance Pr.,London,NA,NA,eng,NA,51.5073219,-0.1276474
993419569,Arturo Toscanini,Blue Ribbon Books,New York,Stefan,Paul,ger,NA,40.7127281,-74.0060152
993419712,Japan rüstet zum grossen Krieg,Éditions du Carrefour,Paris,Ėrdberg,Oskar,ger,NA,48.8588897,2.3200410217200766
993419925,Unknown Westminster Abbey,Penguin Books,Harmondsworth,Tanner,Lawrence E.,eng,NA,51.4889317,-0.4755435
99341995X,Don Giovanni,Reichner,Wien,Stefan,Paul,ger,NA,48.2083537,16.3725042
99341995X,Don Giovanni,Reichner,Leipzig,Stefan,Paul,ger,NA,51.3406321,12.3747329
99341995X,Don Giovanni,Reichner,Zürich,Stefan,Paul,ger,NA,47.3744489,8.5410422
99342046X,Sie tun als ob sie lebten,Büchergilde Gutenberg,Zürich,Steiger,Otto,ger,NA,47.3744489,8.5410422
993420818,5th Ave.,Querido,New York,Stein,Fred,fre,NA,40.7127281,-74.0060152
993420818,5th Ave.,Querido,New York,Stein,Fred,eng,NA,40.7127281,-74.0060152
993421075,The @challenge of red China,Whittlesey House,New York,Stein,Günther,eng,NA,40.7127281,-74.0060152
993421075,The @challenge of red China,Whittlesey House,London,Stein,Günther,eng,NA,51.5073219,-0.1276474
993425046,China blutet,Universum Bücherei,Basel,Smedley,Agnes,ger,NA,47.5581077,7.5878261
993425488,China kämpft,Universum-Bücherei,Basel,Smedley,Agnes,ger,NA,47.5581077,7.5878261
993425550,Der @Amsterdamer Arbeiterbildungsverein von 1847 [achtzehnhundertsiebenundvierzig] und die Vorläufer der modernen sozialen Bewegung in Westeuropa,Brill,Leiden,Stein,Hans,ger,NA,52.1594747,4.4908843
993425682,Sex and life,Viking Pr.,New York,Steinach,Eugen,eng,NA,40.7127281,-74.0060152
993425836,Die @Früchte des Zornes,Humanitas-Verl.,Zürich,Steinbeck,John,ger,NA,47.3744489,8.5410422
993425933,Jongens van alle stranden,Boekenvrienden Solidariteit,Hilversum,Smelik,Klaas,dut,NA,52.2241375,5.1719396
993426026,Die @wunderlichen Schelme von Tortilla Flat,Steinberg-Verl.,Zürich,Steinbeck,John,ger,NA,47.3744489,8.5410422
993426115,Gelebṭ un geḥolemṭ in Oistralie,Freeland League,New York,Štejnberg,Isaak Zacharovič,yid,NA,40.7127281,-74.0060152
993426174,Ballooning,Penguin Books,London,Gibbs-Smith,Charles Harvard,eng,NA,51.5073219,-0.1276474
99342631X,A @one-year German course,Macmillan,London,Steinberg,Sigfrid H.,eng,NA,51.5073219,-0.1276474
993426468,A @short history of Germany,Macmillan,New York,Steinberg,Sigfrid H.,eng,NA,40.7127281,-74.0060152
993426506,Jolly families,Studley Pr.,Ewell,Seth-Smith,David,eng,NA,51.3502402,-0.2511759
993426522,Der @tausendjährige Rosenstrauch,Reichner,Wien,NA,NA,ger,NA,48.2083537,16.3725042
993426522,Der @tausendjährige Rosenstrauch,Reichner,Leipzig,NA,NA,ger,NA,51.3406321,12.3747329
993426522,Der @tausendjährige Rosenstrauch,Reichner,Zürich,NA,NA,ger,NA,47.3744489,8.5410422
993426778,"The @adventures of Sir Ignatius Tippitolio, better known to the world as Tippy, proprietor of Tippitolio's Grand Imperial Hotel Oriella",Harper,"New York, NY",Smith,Glanville,eng,NA,25.214103950000002,55.15085102248102
993426778,"The @adventures of Sir Ignatius Tippitolio, better known to the world as Tippy, proprietor of Tippitolio's Grand Imperial Hotel Oriella",Harper,London,Smith,Glanville,eng,NA,51.5073219,-0.1276474
993426794,Historia de Alemania,Pegaso,Madrid,Steinberg,Sigfrid H.,spa,NA,40.4167047,-3.7035825
993426867,A @boundary value problem for a hyperbolic differential equation arising in the theory of the non-uniform supersonic motion of an aerofoil,[Interscience Publishers],[New York],Taussky,Olga,eng,NA,40.7127281,-74.0060152
993426999,Bounds for characteristic roots of matrices,[s.n.] @,[S.l.] @,Taussky,Olga,eng,NA,35.575253849999996,-78.74237343499374
993427197,A @characterisation of algebraic numbers,"[Hodges, Figgis & Co.]",[Dublin],Taussky,Olga,eng,NA,53.3498006,-6.2602964
993427197,A @characterisation of algebraic numbers,"[Hodges, Figgis & Co.]",[London],Taussky,Olga,eng,NA,51.5073219,-0.1276474
993427197,A @characterisation of algebraic numbers,[Williams & Norgate],[Dublin],Taussky,Olga,eng,NA,53.3498006,-6.2602964
993427197,A @characterisation of algebraic numbers,[Williams & Norgate],[London],Taussky,Olga,eng,NA,51.5073219,-0.1276474
99342726X,Government in fascist Italy,McGraw-Hill,New York,Steiner,H. Arthur,eng,NA,40.7127281,-74.0060152
99342726X,Government in fascist Italy,McGraw-Hill,London,Steiner,H. Arthur,eng,NA,51.5073219,-0.1276474
993427502,Infinite powers of matrices,Hodgson,London,Taussky,Olga,eng,NA,51.5073219,-0.1276474
993427626,Inversion in groups,Oxford Univ. Pr.,[Oxford],Taussky,Olga,eng,NA,51.7520131,-1.2578499
993427634,British reptiles and amphibia,Penguin Books,Harmondsworth,Smith,Malcolm Arthur,eng,NA,51.4889317,-0.4755435
993427715,Vom Bleibenden und Vergänglichen im Judentum,Vortrupp-Verl.,Berlin,Steinheim,Salomon Ludwig,ger,NA,52.5170365,13.3888599
993427774,Matrices of finite period,"Hodges, Figgis & Co.",Dublin,Taussky,Olga,eng,NA,53.3498006,-6.2602964
993427774,Matrices of finite period,"Hodges, Figgis & Co.",London,Taussky,Olga,eng,NA,51.5073219,-0.1276474
993427774,Matrices of finite period,Williams & Norgate,Dublin,Taussky,Olga,eng,NA,53.3498006,-6.2602964
993427774,Matrices of finite period,Williams & Norgate,London,Taussky,Olga,eng,NA,51.5073219,-0.1276474
99342788X,Matrices with finite period,[s.n.] @,[S.l.] @,Taussky,Olga,eng,NA,35.575253849999996,-78.74237343499374
993427960,Algebraische Theorie der Körper,Chelsea Publ. Co.,New York,Steinitz,Ernst,ger,NA,40.7127281,-74.0060152
993428088,Social insurance,His Majesty's Stationery Office,London,NA,NA,eng,NA,51.5073219,-0.1276474
993428096,Note on a theorem in [{η][eta]-dimensional geometry,[s.n.] @,[S.l.] @,Taussky,Olga,eng,NA,35.575253849999996,-78.74237343499374
993428282,On a theorem of Latimer and Macduffee,[s.n.] @,[S.l.] @,Taussky,Olga,eng,NA,35.575253849999996,-78.74237343499374
993428401,A @recurring theorem on determinants,[s.n.] @,[S.l.] @,Taussky,Olga,eng,NA,35.575253849999996,-78.74237343499374
993428460,Proceedings,"[Society for Natural Sciences, Physiology Section]",Tel-Aviv,NA,NA,eng,NA,32.0852997,34.7818064
993428525,A @remark concerning the characteristic roots of the finite segments of the Hilbert matrix,[s.n.] @,[S.l.] @,Taussky,Olga,eng,NA,35.575253849999996,-78.74237343499374
99342855X,Der @Parallelismus in der finnisch-karelischen Volksdichtung,Suomalainen Tiedeakatemia,Helsinki,Steinitz,Wolfgang,ger,NA,60.1674881,24.9427473
993428568,Some aspects of modern algebra,Butler & Tanner,Frome,Taussky,Olga,eng,NA,51.2294852,-2.319846671158359
993428568,Some aspects of modern algebra,Butler & Tanner,London,Taussky,Olga,eng,NA,51.5073219,-0.1276474
993428665,Some British beetles,Penguin Books,London,Taylor,Geoffrey,eng,NA,51.5073219,-0.1276474
993428703,Russisches Lehrbuch,Neuer Verl.,Stockholm,Steinitz,Wolfgang,ger,NA,59.3251172,18.0710935
993428703,Russisches Lehrbuch,Neuer Verl.,Stockholm,Steinitz,Wolfgang,rus,NA,59.3251172,18.0710935
993428819,Goldhärchen,Edition du Bourg,Lausanne,Stein-Schneider,Lena,ger,NA,46.5218269,6.6327025
993428843,Battle for health,Nicholson & Watson,London,Taylor,Stephen James Lake,eng,NA,51.5073219,-0.1276474
993428932,The @autobiography of Wilhelm Stekel,Liveright Publ. Corp.,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993429009,Lettres à une mère,Gallimard,Paris,Stekel,Wilhelm,fre,NA,48.8588897,2.3200410217200766
993429173,Tchaikovsky,Drummond,London,NA,NA,eng,NA,51.5073219,-0.1276474
993429327,Pius XI. [der Elfte] als Verteidiger der menschlichen Persönlichkeit,Vita-Nova-Verl.,Luzern,Solzbacher,William,ger,NA,47.0505452,8.3054682
993429939,Mångfrestaren från Touraine,Geber,Stockholm,Sommer,Ernst,swe,NA,59.3251172,18.0710935
993430015,Tellers of tales,"Doubleday, Doran & Co.",New York,NA,NA,eng,NA,40.7127281,-74.0060152
993430201,The @ten commandments,Simon and Schuster,New York,NA,NA,eng,NA,40.7127281,-74.0060152
993430252,Revolt of the saints,Alliance Press,London,Sommer,Ernst,eng,NA,51.5073219,-0.1276474
993430473,De @10 bud,Bergendahl,[Oslo],NA,NA,nor,NA,59.9133301,10.7389701
993430562,Indienschau und Indiendeutung romantischer Philosophen,Rascher,Zürich,Sommerfeld,Susanne,ger,NA,47.3744489,8.5410422
993430848,Ten years Children and Youth Aliyah,Children and Youth Aliyah,London,NA,NA,eng,NA,51.5073219,-0.1276474
993430945,Tensions that cause wars,Univ. of Illinois Pr.,Urbana,NA,NA,eng,NA,40.1117174,-88.207301
993431135,Handwriting analysis,Grune & Stratton,"New York, NY",Sonnemann,Ulrich,eng,NA,25.214103950000002,55.15085102248102
993431216,The @Sonnenburg torture camp,Workers Library Publishers,New York,NA,NA,eng,NA,40.7127281,-74.0060152
993431305,Bland spanska bönder,Federativ,Stockholm,Souchy,Augustin,swe,NA,59.3251172,18.0710935
993431410,La @semana trágica de mayo en Barcelona,Editorial Esfuerzo,Montevideo,Souchy,Augustin,spa,NA,-34.9058916,-56.1913095
993431496,The @tragic week in May,Oficina de Información Exterior de la CNT y FAI,Barcelona,Souchy,Augustin,eng,NA,41.3828939,2.1774322
993431542,Conditions of nervous anxiety and their treatment,Routledge & Paul,London,Stekel,Wilhelm,eng,NA,51.5073219,-0.1276474
993431739,Spain,Libertarian Publishers,New York,Souchy,Augustin,eng,NA,40.7127281,-74.0060152
993431771,Auto-erotism,Liveright Publ. Corp.,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993432050,Bi-sexual love,Emerson,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993432085,Bi-sexual love,Emerson Books,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993432336,The @homosexual neurosis,Emerson,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993432352,The @homosexual neurosis,Emerson,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993432484,Technik der analytischen Psychotherapie,Huber,Bern,Stekel,Wilhelm,ger,NA,46.9482713,7.4514512
993432530,Die @Sowjetunion und die Sache des Friedens,"INRA, Verlagsgenossenschaft",Moskau,NA,NA,ger,NA,55.7504461,37.6174943
993432530,Die @Sowjetunion und die Sache des Friedens,"INRA, Verlagsgenossenschaft",Leningrad,NA,NA,ger,NA,59.938732,30.316229
993432735,Technique of analytical psychotherapy,Norton,New York,Stekel,Wilhelm,eng,NA,40.7127281,-74.0060152
993433243,Den @store reisen,Tiden,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993433243,Den @store reisen,Forlaget Fremad,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993433383,Resan till Ostende,Holmström,Stockholm,Tetzner,Lisa,swe,NA,59.3251172,18.0710935
993433499,De @stem van Europa,van @Ditmar,Amsterdam,NA,NA,dut,NA,52.3727598,4.8936041
993433499,De @stem van Europa,van @Ditmar,Antwerpen,NA,NA,dut,NA,51.2211097,4.3997081
993433790,Seashore life and pattern,Penguin Books,London,Stephenson,Thomas Alan,eng,NA,51.5073219,-0.1276474
993433790,Seashore life and pattern,Penguin Books,New York,Stephenson,Thomas Alan,eng,NA,40.7127281,-74.0060152
993433936,Feiergutten i Alpene,Tiden,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993433995,The @abuse of interpretation,[William Alanson White Psychiatric Foundation],[Baltimore],Sterba,Richard F.,eng,NA,39.2908816,-76.610759
993434061,Feiergutten flykter,Tiden,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993434134,Philosophie du rire et des pleurs,Presses Universitaires de France,Paris,Stern,Alfred,fre,NA,48.8588897,2.3200410217200766
993434487,Stille Wege,Freund,Jerusalem,Stern,Gerson,ger,NA,31.79592425,35.21198075969497
993438105,Vi i nr. 67,Tiden,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993438105,Vi i nr. 67,Forlaget Fremad,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993438121,"""Røb ikke det som hendte-""",Aschehoug,Oslo,Tetzner,Lisa,nor,NA,59.9133301,10.7389701
993438237,Der @Jahrmarkt des Lebens,Büchergilde Gutenberg,Zürich,Thackeray,William Makepeace,ger,NA,47.3744489,8.5410422
993438342,Grundlinien und Grundbegriffe der Weltpolitik nach dem 2. [zweiten] Weltkrieg,Socialist Correspondence,[London],Thalheimer,August,ger,NA,51.5073219,-0.1276474
993438342,Grundlinien und Grundbegriffe der Weltpolitik nach dem 2. [zweiten] Weltkrieg,Socialist Correspondence,Burnley,Thalheimer,August,ger,NA,53.7907262,-2.2439196
993438342,Grundlinien und Grundbegriffe der Weltpolitik nach dem 2. [zweiten] Weltkrieg,Armstrong,[London],Thalheimer,August,ger,NA,51.5073219,-0.1276474
993438342,Grundlinien und Grundbegriffe der Weltpolitik nach dem 2. [zweiten] Weltkrieg,Armstrong,Burnley,Thalheimer,August,ger,NA,53.7907262,-2.2439196
993438504,Charlotte,Bles,London,Speyer,Wilhelm,eng,NA,51.5073219,-0.1276474
993438547,Lipidoses,Oxford Univ. Pr.,London,Thannhauser,Siegfried J.,eng,NA,51.5073219,-0.1276474
993438547,Lipidoses,Oxford Univ. Pr.,New York,Thannhauser,Siegfried J.,eng,NA,40.7127281,-74.0060152
993438547,Lipidoses,Oxford Univ. Pr.,Toronto,Thannhauser,Siegfried J.,eng,NA,43.6534817,-79.3839347
993438571,An @encyclopedia of modern world politics,Rinehart,New York,Theimer,Walter,eng,NA,40.7127281,-74.0060152
993438571,An @encyclopedia of modern world politics,Rinehart,Toronto,Theimer,Walter,eng,NA,43.6534817,-79.3839347
993438687,Aus dem Berliner Jüdischen Museum,Philo-Verl.,Berlin,Stern,Moritz,ger,NA,52.5170365,13.3888599
993438733,War aims,The @Protestant,New York,Tillich,Paul,eng,NA,40.7127281,-74.0060152
993438822,I was a German,Lane,London,Toller,Ernst,eng,NA,51.5073219,-0.1276474
993438849,Ze tří čtvrtin zvědavost,Petr,Praha [Prag],Thomas,Adrienne,cze,NA,50.0874654,14.4212535
993438962,Pastor Hall,Random House,New York,Toller,Ernst,eng,NA,40.7127281,-74.0060152
993439020,Zeittafeln der jüdischen Geschichte und Literatur,Verl. Hausfreund,Berlin,Stern,Moritz,ger,NA,52.5170365,13.3888599
993439101,The @Vienna system of contract bridge,Contract Bridge Equipment,Leeds,Stern,Paul,eng,NA,53.7974185,-1.5437941
993439187,Seven plays,Liveright,New York,Toller,Ernst,eng,NA,40.7127281,-74.0060152
993439225,The @court Jew,Jewish Publication Society of America,Philadelphia,Stern,Selma,eng,NA,39.9527237,-75.1635262
993439268,Catherine soldat,Stock,Paris,Thomas,Adrienne,fre,NA,48.8588897,2.3200410217200766
993439276,Allgemeine Psychologie auf personalistischer Grundlage,Nijhoff,[Den] @Haag,Stern,William,ger,NA,52.0799838,4.3113461
993439322,Herbst,Büchergilde Gutenberg,Zürich,Thoreau,Henry David,ger,NA,47.3744489,8.5410422
993439381,What I lived for,Archway Pr.,New York,Thoreau,Henry David,eng,NA,40.7127281,-74.0060152
99343942X,Fivefold aid to Britain,Day,New York,Sternberg,Fritz,eng,NA,40.7127281,-74.0060152
993439462,In order to survive,Committee to Defend America by Aiding the Allies,New York,Sternberg,Fritz,eng,NA,40.7127281,-74.0060152
993439462,In order to survive,Committee to Defend America by Aiding the Allies,New York,Sternberg,Fritz,eng,NA,40.7127281,-74.0060152
993439462,In order to survive,Day,New York,Sternberg,Fritz,eng,NA,40.7127281,-74.0060152
993439462,In order to survive,Day,New York,Sternberg,Fritz,eng,NA,40.7127281,-74.0060152
993439551,Philosophische Probleme im biblischen und apokryphen Schrifttum der Juden,Goldstein,Berlin,Sternberg,Kurt,ger,NA,52.5170365,13.3888599
993439640,Anwendung der Integralgleichungen in der elektromagnetischen Lichttheorie,Noordhoff,Groningen,Sternberg,Wolfgang,ger,NA,53.2190652,6.5680077
99343973X,De @levende gedachten van Tolstoi,Servire,Den @Haag,Tolstoj,Lev Nikolaevič,dut,NA,52.0799838,4.3113461
993439756,Équations intégrales étendues,Gauthier-Villars,Paris,Sternberg,Wolfgang,fre,NA,48.8588897,2.3200410217200766
99343990X,Current chronicle,Musical Quarterly,[New York],Sternfeld,Frederick William,eng,NA,40.7127281,-74.0060152
993439926,"Gail Kubik's score for ""C-man""",[s.n.] @,[S.l.] @,Sternfeld,Frederick William,NA,NA,35.575253849999996,-78.74237343499374
993439977,Vom S[ank]t Galler Geist,Schweizerische Bibliophilengesellschaft,[Zürich],Thürer,Georg,ger,NA,47.3744489,8.5410422
993440002,Preliminary report on film music,[s.n.] @,[S.l.] @,Sternfeld,Frederick William,NA,NA,35.575253849999996,-78.74237343499374
993440053,Renaissance music in Goethe,Columbia Univ. Pr.,[New York],Sternfeld,Frederick William,NA,NA,40.7127281,-74.0060152
99344010X,Report of the audio-visual committee,Music Teachers National Association,[S.l.] @,Sternfeld,Frederick William,ger,NA,35.575253849999996,-78.74237343499374
99344024X,10 schrijvers uit het nieuwe Rusland,Boekenvrienden Solidariteit,Hilversum,NA,NA,dut,NA,52.2241375,5.1719396
993440452,Die @Geschichte vom Krekermeister-Kapitän,Brill,Leiden,Tietze,Andreas,ger,NA,52.1594747,4.4908843
993440525,What men live by,Pantheon Books,New York,Tolstoj,Lev Nikolaevič,eng,NA,40.7127281,-74.0060152
993440622,Die @Monographie Hans Tombrock,Reso-Verl.,Zürich,Tombrock,Hans,ger,NA,47.3744489,8.5410422
993440673,The @strange music of Martha Ivers,[s.n.] @,[S.l.] @,Sternfeld,Frederick William,NA,NA,35.575253849999996,-78.74237343499374
993440738,Children as artists,Penguin Books,London,Tomlinson,Reginald Robert,eng,NA,51.5073219,-0.1276474
993440738,Children as artists,Penguin Books,New York,Tomlinson,Reginald Robert,eng,NA,40.7127281,-74.0060152
993441149,Genuine and false,Parrish,London,Tietze,Hans,eng,NA,51.5073219,-0.1276474
993441254,Tillståndet är allvarligt,Medén,Stockholm,Torstenson,Sten,swe,NA,59.3251172,18.0710935
993441424,Masterpieces of European painting in America,Allen & Unwin,London,Tietze,Hans,eng,NA,51.5073219,-0.1276474
993441440,Deutsch-hebräisches Taschen-Wörterbuch,Dvir,Tel-Aviv,Ṭur-Sinai,Naftali Hirts,ger,NA,32.0852997,34.7818064
993441440,Deutsch-hebräisches Taschen-Wörterbuch,Dvir,Tel-Aviv,Ṭur-Sinai,Naftali Hirts,heb,NA,32.0852997,34.7818064
993441637,Tintoretto,Phaidon Press,London,Tietze,Hans,eng,NA,51.5073219,-0.1276474
993441637,Tintoretto,Phaidon Press,New York,Tietze,Hans,eng,NA,40.7127281,-74.0060152
993441637,Tintoretto,Oxford Univ. Pr.,London,Tietze,Hans,eng,NA,51.5073219,-0.1276474
993441637,Tintoretto,Oxford Univ. Pr.,New York,Tietze,Hans,eng,NA,40.7127281,-74.0060152
993441874,Deutsch-hebräisches Taschenwörterbuch,Dvir,Tel-Aviv,Ṭur-Sinai,Naftali Hirts,ger,NA,32.0852997,34.7818064
993441874,Deutsch-hebräisches Taschenwörterbuch,Dvir,Tel-Aviv,Ṭur-Sinai,Naftali Hirts,heb,NA,32.0852997,34.7818064
993442021,Kidnapped,The @Limited Ed. Club,New York,Stevenson,Robert Louis,eng,NA,40.7127281,-74.0060152
993442218,The @shaking of the foundations,SCM Pr.,London,Tillich,Paul,eng,NA,51.5073219,-0.1276474
993442226,Der @Nachsommer,Büchergilde Gutenberg,Zürich,Stifter,Adalbert,ger,NA,47.3744489,8.5410422
993442277,Deutsch-hebräisches Taschenwörterbuch,Dvir,Tel-Aviv,Ṭur-Sinai,Naftali Hirts,ger,NA,32.0852997,34.7818064
993442277,Deutsch-hebräisches Taschenwörterbuch,Dvir,Tel-Aviv,Ṭur-Sinai,Naftali Hirts,heb,NA,32.0852997,34.7818064
993442404,War aims,The @Protestant,New York,Tillich,Paul,eng,NA,40.7127281,-74.0060152
993442501,Judarnas emancipation,Geber,Stockholm,Stillschweig,Kurt,swe,NA,59.3251172,18.0710935
993442609,Die @linearen vollkommenen Räume der Funktionentheorie,Orell Füssli,Zürich,Toeplitz,Otto,ger,NA,47.3744489,8.5410422
993442714,Towards world prosperity,Harper,New York,NA,NA,eng,NA,40.7127281,-74.0060152
993442714,Towards world prosperity,Harper,London,NA,NA,eng,NA,51.5073219,-0.1276474
993442870,A @book of lilies,Penguin Books,London,Stoker,Fred,eng,NA,51.5073219,-0.1276474
993442870,A @book of lilies,Penguin Books,New York,Stoker,Fred,eng,NA,40.7127281,-74.0060152
993442951,Eine @Jugend in Deutschland,Querido,Amsterdam,Toller,Ernst,ger,NA,52.3727598,4.8936041
993443036,Historia económica de Alemania,Fondo de Cultura Económica,México,Stolper,Gustav,spa,eng,19.4326296,-99.1331785
993443060,Ik was een Duitscher,De @Vlam,[Gent],Toller,Ernst,dut,NA,51.0538286,3.7250121
993443060,Ik was een Duitscher,De @Vlam,Amsterdam,Toller,Ernst,dut,NA,52.3727598,4.8936041
993443060,Ik was een Duitscher,Uitg. Mij Contact,[Gent],Toller,Ernst,dut,NA,51.0538286,3.7250121
993443060,Ik was een Duitscher,Uitg. Mij Contact,Amsterdam,Toller,Ernst,dut,NA,52.3727598,4.8936041
993443141,Späte Rosen,Büchergilde Gutenberg,Berlin,Storm,Theodor,ger,NA,52.5170365,13.3888599
993443141,Späte Rosen,Büchergilde Gutenberg,Wien,Storm,Theodor,ger,NA,48.2083537,16.3725042
993443141,Späte Rosen,Büchergilde Gutenberg,Prag,Storm,Theodor,ger,NA,50.0874654,14.4212535
993443141,Späte Rosen,Büchergilde Gutenberg,Zürich,Storm,Theodor,ger,NA,47.3744489,8.5410422
993443222,The @story of Jesus in the world's literature,Creative Age Pr.,New York,NA,NA,eng,NA,40.7127281,-74.0060152
993443249,Masses and man,Lane,London,Toller,Ernst,eng,NA,51.5073219,-0.1276474
993443834,Straßenverzeichnis von Berlin,Scherl,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
993443966,Die @Bedeutung des Alten Testaments für das christliche Leben,Verl. d. Evang. Buchhandlung,Zollikon,Vischer,Wilhelm,ger,NA,47.3379535,8.5755735
993444180,Flight from terror,National Travel Club,New York,Strasser,Otto,eng,NA,40.7127281,-74.0060152
993444431,Die @evangelische Gemeindeordnung,Evang. Verl.,Zollikon,Vischer,Wilhelm,ger,NA,47.3379535,8.5755735
993444539,Polish Jews,Schocken,New York,Vishniac,Roman,eng,NA,40.7127281,-74.0060152
993444768,Conversation in Sicily,Drummond,London,Vittorini,Elio,eng,NA,51.5073219,-0.1276474
993444768,Conversation in Sicily,Drummond,London,Vittorini,Elio,eng,NA,51.5073219,-0.1276474
993444768,Conversation in Sicily,David,London,Vittorini,Elio,eng,NA,51.5073219,-0.1276474
993444768,Conversation in Sicily,David,London,Vittorini,Elio,eng,NA,51.5073219,-0.1276474
993444849,The @story of the Trapp family singers,Lippincott,Philadelphia,Trapp,Maria Augusta,eng,NA,39.9527237,-75.1635262
